name,ko,en,ja,ru,zhcht
Tip.RoyalGrowth.Tab,성장 탭을 선택해주세요.,Please Select The Growth Tab.,[成長]タブを選択してください。,"Пожалуйста, Выберите Вкладку «Рост».",請選擇“增長”選項卡。
Tip.RoyalGrowth.Main,골드를 사용해 성장해보세요.,Grow Up Using Gold.,金を使って成長します。,"Вырасти, Используя Золото.",使用黃金長大。
Tip.RoyalGrowth.Button,,,,,
Tip.RoyalForce.Bottom,젤리를 이용해 왕가를 성장시켜보세요!,Use Jelly To Grow The Royal Family!,ゼリーを使って王室を育てましょう！,"Используйте Желе, Чтобы Вырастить Королевскую Семью!",用果凍種植王室！
Tip.RoyalForce.Tab,강화 탭을 선택해주세요.,Please Select The Enhancement Tab.,[拡張]タブを選択してください。,"Пожалуйста, Выберите Вкладку «Усовершенствование».",請選擇“增強”選項卡。
Tip.RoyalForce.Main,젤리를 사용해 강화해보세요.,Enhance With Jelly.,ゼリーで強化します。,Улучшить С Желе.,用果凍增強。
Tip.RoyalForce.Button,,,,,
Tip.RoyalMastery.Bottom,마스터리 강화를 통해 레벨업을 느껴보세요!,Feel The Level Up By Strengthening The Mastery!,習得を強化することでレベルを上げてください！,"Почувствуйте Уровень, Укрепляя Мастерство!",通過加強精通來感受升級！
Tip.RoyalMastery.Tab,마스터리 탭을 선택해주세요.,Please Select The Mastery Tab.,[マスタリー]タブを選択してください。,"Пожалуйста, Выберите Вкладку Mastery.",請選擇“掌握”選項卡。
Tip.RoyalMastery.Main,성장할 마스터리를 선택해주세요.,Please Select A Mastery To Grow.,成長する習得を選択してください。,"Пожалуйста, Выберите Мастерство, Чтобы Расти.",請選擇一個掌握來成長。
Tip.RoyalMastery.Button,왕관을 사용해 마스터리를 강화해보세요.,Use The Crown To Strengthen The Mastery.,クラウンを使用して、習得を強化します。,"Используйте Корону, Чтобы Укрепить Мастерство.",用冠冕加強精通。
Tip.EquipmentSwordFree.Bottom,무기를 소환해보세요!,Summon The Weapon!,武器を召喚します！,Призовите Оружие!,召喚武器！
Tip.EquipmentSwordFree.Tab,소환 탭을 선택해주세요.,Please Select The Summon Tab.,[召喚]タブを選択してください。,"Пожалуйста, Выберите Вкладку Summon.",請選擇“召喚”選項卡。
Tip.EquipmentSwordFree.Main,무료 소환 버튼을 클릭해주세요.,Click The Free Summon Button.,[召喚]ボタンをクリックします。,Нажмите Кнопку «Бесплатный Призыв».,單擊免費的召喚按鈕。
Tip.EquipmentSwordFree.Button,,,,,
Tip.EquipmentSwordEquip.Bottom,새로운 무기를 장착해보세요!,Try New Weapons!,新しい武器を試してみてください！,Попробуйте Новое Оружие!,嘗試新武器！
Tip.EquipmentSwordEquip.Tab,무기 탭을 선택해주세요.,Please Select The Weapon Tab.,[武器]タブを選択してください。,"Пожалуйста, Выберите Вкладку «Оружие».",請選擇武器選項卡。
Tip.EquipmentSwordEquip.Main,보유중인 무기를 선택해주세요.,Please Select The Weapon You Have.,持っている武器を選択してください。,"Пожалуйста, Выберите Оружие, Которое У Вас Есть.",請選擇您擁有的武器。
Tip.EquipmentSwordEquip.Button,새로운 무기를 장착해보세요.,Try New Weapons.,新しい武器を試してみてください。,Попробуйте Новое Оружие.,嘗試新武器。
Tip.EquipmentShieldFree.Bottom,방패를 소환해보세요!,Summon The Shield!,シールドを召喚します！,Призовите Щит!,召喚盾牌！
Tip.EquipmentShieldFree.Tab,소환 탭을 선택해주세요.,Please Select The Summon Tab.,[召喚]タブを選択してください。,"Пожалуйста, Выберите Вкладку Summon.",請選擇“召喚”選項卡。
Tip.EquipmentShieldFree.Main,무료 소환 버튼을 클릭해주세요.,Click The Free Summon Button.,[召喚]ボタンをクリックします。,Нажмите Кнопку «Бесплатный Призыв».,單擊免費的召喚按鈕。
Tip.EquipmentShieldFree.Button,,,,,
Tip.EquipmentShieldEquip.Bottom,새로운 방패를 장착해보세요!,Try New Shields!,新しいシールドを試してみてください！,Попробуйте Новые Щиты!,嘗試新的盾牌！
Tip.EquipmentShieldEquip.Tab,방패 탭을 선택해주세요.,Please Select The Shield Tab.,[シールド]タブを選択してください。,"Пожалуйста, Выберите Вкладку Shield.",請選擇“盾牌”選項卡。
Tip.EquipmentShieldEquip.Main,보유중인 방패를 선택해주세요.,Please Select The Shield You Have.,持っているシールドを選択してください。,"Пожалуйста, Выберите Щит, Который У Вас Есть.",請選擇您擁有的盾牌。
Tip.EquipmentShieldEquip.Button,새로운 방패를 장착해보세요.,Try New Shields.,新しいシールドを試してください。,Попробуйте Новые Щиты.,嘗試新的盾牌。
Tip.EquipmentCompose.Bottom,장비 합성을 통해 강해지세요!,Strong Through The Composite Of The Equipment!,機器の複合を通して強い！,Строго Через Совокупность Оборудования!,通過設備的複合材料強！
Tip.EquipmentCompose.Tab,무기/방패 탭을 선택해주세요.,Please Select The Weapon/Shield Tab.,[武器/シールド]タブを選択してください。,"Пожалуйста, Выберите Вкладку «Оружие/Щит».",請選擇武器/盾牌選項卡。
Tip.EquipmentCompose.Main,자동합성 버튼을 클릭해주세요.,Click The Automatic Synthetic Button.,自動合成ボタンをクリックします。,Нажмите Кнопку «Автоматическая Синтетическая».,單擊自動合成按鈕。
Tip.EquipmentCompose.Button,,,,,
Tip.SkillFree.Bottom,스킬을 소환해보세요!,Summon The Skill!,スキルを召喚します！,Призовите Навык!,召喚技能！
Tip.SkillFree.Tab,,,,,
Tip.SkillFree.Main,무료 소환 버튼을 클릭해주세요.,Click The Free Summon Button.,[召喚]ボタンをクリックします。,Нажмите Кнопку «Бесплатный Призыв».,單擊免費的召喚按鈕。
Tip.SkillFree.Button,,,,,
Tip.SkillEquip.Bottom,새로운 스킬을 사용해보세요!,Try New Skills!,新しいスキルを試してみてください！,Попробуйте Новые Навыки!,嘗試新技能！
Tip.SkillEquip.Tab,보유중인 스킬을 선택해주세요.,Please Select The Skill You Have.,持っているスキルを選択してください。,"Пожалуйста, Выберите У Вас Навык.",請選擇您擁有的技能。
Tip.SkillEquip.Main,장착 버튼을 클릭해주세요.,Click The Mounting Button.,マウントボタンをクリックします。,Нажмите Кнопку Монтажа.,單擊“安裝”按鈕。
Tip.SkillEquip.Button,스킬 사용 슬롯을 선택해주세요.,Please Select The Skill Use Slot.,スキル使用スロットを選択してください。,"Пожалуйста, Выберите Слот Для Использования Навыков.",請選擇技能使用插槽。
Tip.SkillUpgrade.Bottom,스킬을 강화시켜보세요!,Strengthen Your Skills!,あなたのスキルを強化してください！,Укрепляйте Свои Навыки!,增強您的技能！
Tip.SkillUpgrade.Tab,보유중인 스킬을 선택해주세요.,Please Select The Skill You Have.,持っているスキルを選択してください。,"Пожалуйста, Выберите У Вас Навык.",請選擇您擁有的技能。
Tip.SkillUpgrade.Main,스킬 카드를 이용해 강화해보세요.,Enhance With Your Skill Card.,スキルカードで強化します。,Улучшите С Помощью Карты Навыков.,使用您的技能卡增強。
Tip.SkillUpgrade.Button,,,,,
Tip.DungeonEnterFishFight.Bottom,물고기를 잡아보세요!,Catch The Fish!,魚を捕まえる！,Поймай Рыбу!,釣魚！
Tip.DungeonEnterFishFight.Tab,재화 던전 탭을 선택해주세요.,Please Select The Goods Dungeon Tab.,Goods Dungeonタブを選択してください。,"Пожалуйста, Выберите Вкладку Doungeon Dungeon.",請選擇“地牢”選項卡。
Tip.DungeonEnterFishFight.Main,물고기를 잡아서 경험치와 '골드'를 대량 획득하세요!,Catch The Fish And Get A Lot Of Experience And 'Gold'!,魚を捕まえて、多くの経験と「金」を手に入れましょう！,Поймайте Рыбу И Получите Большой Опыт И «Золото»!,捕撈魚，獲得很多經驗和“黃金”！
Tip.DungeonEnterFishFight.Button,,,,,
Tip.DungeonEnterPigCow.Bottom,리본 돼지를 토벌하세요!,Configate The Ribbon Pig!,リボンピッグを構成します！,Сохраните Ленточную Свинью!,混淆絲帶豬！
Tip.DungeonEnterPigCow.Tab,재화 던전 탭을 선택해주세요.,Please Select The Goods Dungeon Tab.,Goods Dungeonタブを選択してください。,"Пожалуйста, Выберите Вкладку Doungeon Dungeon.",請選擇“地牢”選項卡。
Tip.DungeonEnterPigCow.Main,리본 돼지를 잡아서 경험치와 '젤리'를 대량 획득하세요!,Catch The Ribbon Pigs And Acquire The Experience And 'Jelly'!,リボンブタを捕まえて、体験と「ゼリー」を獲得してください！,Поймайте Ленточных Свиней И Приобретите Опыт И «Желе»!,抓住絲帶豬並獲得體驗和“果凍”！
Tip.DungeonEnterPigCow.Button,,,,,
Tip.HeroEquip.Bottom,새로운 영웅을 전투에 참가시켜보세요!,Participate A New Hero In The Battle!,戦いに新しいヒーローに参加してください！,Участвуйте Нового Героя В Битве!,參加戰鬥的新英雄！
Tip.HeroEquip.Tab,전투 참가 버튼을 클릭해주세요.,Click The Battle Participation Button.,バトル参加ボタンをクリックします。,Нажмите Кнопку Участия В Битве.,單擊戰鬥參與按鈕。
Tip.HeroEquip.Main,영웅의 전투 위치를 선택해주세요.,Please Select The Hero'S Battle Position.,ヒーローの戦いの位置を選択してください。,"Пожалуйста, Выберите «Боевую Позицию Героя».",請選擇英雄的戰鬥位置。
Tip.HeroEquip.Button,,,,,
Tip.HeroPower.Bottom,클로버를 이용해 영웅을 성장시켜보세요!,Use Your Clover To Grow Heroes!,クローバーを使ってヒーローを育ててください！,"Используйте Свой Клевер, Чтобы Выращивать Героев!",用你的三葉草來發展英雄！
Tip.HeroPower.Tab,성장 탭을 선택해주세요.,Please Select The Growth Tab.,[成長]タブを選択してください。,"Пожалуйста, Выберите Вкладку «Рост».",請選擇“增長”選項卡。
Tip.HeroPower.Main,클로버를 사용해 성장해보세요.,Grow Up Using Clover.,クローバーを使用して成長します。,"Вырасти, Используя Клевер.",使用三葉草長大。
Tip.HeroPower.Button,,,,,
Tip.DungeonEnterInfiniteTower.Bottom,무한의 탑에 도전하세요!,Challenge The Infinite Tower!,無限の塔に挑戦してください！,Вызов Бесконечной Башне!,挑戰無限塔！
Tip.DungeonEnterInfiniteTower.Tab,무한의 탑 탭을 선택해주세요.,Please Select An Infinite Top Tab.,無限のトップタブを選択してください。,"Пожалуйста, Выберите Вкладку «Бесконечный Топ».",請選擇一個無限的頂部選項卡。
Tip.DungeonEnterInfiniteTower.Main,무한의 탑에서 '클로버'를 획득하세요!,Gain 'Clover' From Infinite Tower!,無限の塔から「クローバー」を獲得してください！,Получите «Клевер» От Infinite Tower!,從無限塔中獲得“三葉草”！
Tip.DungeonEnterInfiniteTower.Button,,,,,
Tip.InfiniteTowerEvent.Bottom,무탑 이벤트 보상을 받아보세요!,Get Rewards For The Top Event!,トップイベントの報酬を得てください！,Получите Награды За Высшее Мероприятие!,獲得頂級活動的獎勵！
Tip.InfiniteTowerEvent.Tab,무한의 탑 탭을 선택해주세요.,Please Select An Infinite Top Tab.,無限のトップタブを選択してください。,"Пожалуйста, Выберите Вкладку «Бесконечный Топ».",請選擇一個無限的頂部選項卡。
Tip.InfiniteTowerEvent.Main,이벤트 버튼을 클릭해주세요.,Click The Event Button.,[イベント]ボタンをクリックします。,Нажмите Кнопку События.,單擊事件按鈕。
Tip.InfiniteTowerEvent.Button,다양한 이벤트 보상을 받아보세요!,Get A Variety Of Event Rewards!,さまざまなイベントの報酬を得てください！,Получите Разнообразные Награды За Мероприятия!,獲得各種活動獎勵！
Tip.DungeonEnterCave.Bottom,미믹 동굴에 도전하세요!,Challenge Mimic Cave!,挑戦する洞窟！,Вызов Имитируется Пещера!,挑戰模仿洞穴！
Tip.DungeonEnterCave.Tab,미믹 동굴 탭을 선택해주세요.,Please Select The Mimic Cave Tab.,[Mimic Cave]タブを選択してください。,"Пожалуйста, Выберите Вкладку Mimic Cave.",請選擇“模擬洞穴”選項卡。
Tip.DungeonEnterCave.Main,장비,Equipment,装置,Оборудование,設備
Tip.DungeonEnterCave.Button,장비 강화석' 그리고 '주사위'를 획득하세요!,Get The Equipment Reinforcement 'And' Dice '!,機器の補強材と「サイコロ」を入手してください！,Получите Подкрепление Оборудования И «Кости»!,獲取設備加固'和“骰子”！
Tip.HeroAbility.Bottom,주사위를 이용해 잠재능력을 개방해보세요!,Use The Dice To Open Your Potential!,サイコロを使用して可能性を開きましょう！,"Используйте Кубики, Чтобы Открыть Свой Потенциал!",用骰子打開您的潛力！
Tip.HeroAbility.Tab,잠재능력 탭을 선택해주세요.,Please Select The Potential Tab.,[潜在的なタブ]を選択してください。,"Пожалуйста, Выберите Вкладку Потенциала.",請選擇“潛在”選項卡。
Tip.HeroAbility.Main,주사위를 사용해 잠재능력을 개방해보세요.,Use The Dice To Open Your Potential.,サイコロを使用して、潜在能力を開きます。,"Используйте Кубики, Чтобы Открыть Свой Потенциал.",用骰子打開您的潛力。
Tip.HeroAbility.Button,,,,,
Tip.EquipmentSwordUpgrade.Bottom,무기를 강화시켜보세요!,Strengthen The Weapon!,武器を強化してください！,Усилить Оружие!,加強武器！
Tip.EquipmentSwordUpgrade.Tab,무기 탭을 선택해주세요.,Please Select The Weapon Tab.,[武器]タブを選択してください。,"Пожалуйста, Выберите Вкладку «Оружие».",請選擇武器選項卡。
Tip.EquipmentSwordUpgrade.Main,보유중인 무기를 선택해주세요.,Please Select The Weapon You Have.,持っている武器を選択してください。,"Пожалуйста, Выберите Оружие, Которое У Вас Есть.",請選擇您擁有的武器。
Tip.EquipmentSwordUpgrade.Button,강화석을 이용해 무기를 강화해보세요.,Enhance Your Weapons Using Ganghwa Stone.,Ganghwa Stoneを使用して武器を強化します。,"Улучшите Свое Оружие, Используя Ganghwa Stone.",使用ganghwa石頭增強武器。
Tip.EquipmentShieldUpgrade.Bottom,방패를 강화시켜보세요!,Strengthen The Shield!,シールドを強化してください！,Усилить Щит!,加強盾牌！
Tip.EquipmentShieldUpgrade.Tab,방패 탭을 선택해주세요.,Please Select The Shield Tab.,[シールド]タブを選択してください。,"Пожалуйста, Выберите Вкладку Shield.",請選擇“盾牌”選項卡。
Tip.EquipmentShieldUpgrade.Main,보유중인 방패를 선택해주세요.,Please Select The Shield You Have.,持っているシールドを選択してください。,"Пожалуйста, Выберите Щит, Который У Вас Есть.",請選擇您擁有的盾牌。
Tip.EquipmentShieldUpgrade.Button,강화석을 이용해 방패를 강화해보세요.,Enhance The Shield Using Ganghwa Stone.,Ganghwa Stoneを使用してシールドを強化します。,"Улучшите Щит, Используя Ganghwa Stone.",使用ganghwa石頭增強盾牌。
Tip.DungeonEnterColosseum.Bottom,콜로세움에 출전하세요!,Participate In Colosseum!,コロッセオに参加してください！,Участвуйте В Колизее!,參加羅馬鬥獸場！
Tip.DungeonEnterColosseum.Tab,콜로세움 탭을 선택해주세요.,Please Select The Colosseum Tab.,Colosseuchタブを選択してください。,"Пожалуйста, Выберите Вкладку Colosseum.",請選擇“鬥獸場”選項卡。
Tip.DungeonEnterColosseum.Main,곰 투사를 처치해 '인피니티 스톤'을 획득하세요!,Keep The Bear Project And Get 'Infinity Stone'!,クマのプロジェクトを維持し、「インフィニティストーン」を手に入れましょう！,Держите Проект Медведя И Получите «Бесконечный Камень»!,保留熊項目並獲得“無限石”！
Tip.DungeonEnterColosseum.Button,,,,,
Tip.MinerGet.Bottom,돼지 광부를 포획해보세요!,Capture The Pig Miner!,豚の鉱夫を捕まえてください！,Захватите Свинья!,捕獲豬礦工！
Tip.MinerGet.Tab,,,,,
Tip.MinerGet.Main,포획에 도전해보세요.,Try To Capture.,キャプチャしてみてください。,Попробуйте Запечатлеть.,嘗試捕獲。
Tip.MinerGet.Button,,,,,
Tip.MinerUpgrade.Bottom,돼지 광부를 성장시켜보세요!,Grow The Pig Miner!,豚の鉱夫を育てなさい！,Вырасти Свинейный Шахтер!,種植豬礦工！
Tip.MinerUpgrade.Tab,,,,,
Tip.MinerUpgrade.Main,골드를 이용해 돼지 광부를 성장해보세요.,Grow The Pig Miner Using Gold.,金を使って豚の鉱夫を育てます。,Выращивать Свинья С Использованием Золота.,使用黃金種植豬礦工。
Tip.MinerUpgrade.Button,,,,,
Tip.EquipmentAccFree.Bottom,악세사리를 소환해보세요!,Summon The Accessories!,アクセサリーを召喚します！,Призывайте Аксессуары!,召喚配件！
Tip.EquipmentAccFree.Tab,소환 탭을 선택해주세요.,Please Select The Summon Tab.,[召喚]タブを選択してください。,"Пожалуйста, Выберите Вкладку Summon.",請選擇“召喚”選項卡。
Tip.EquipmentAccFree.Main,무료 소환 버튼을 클릭해주세요.,Click The Free Summon Button.,[召喚]ボタンをクリックします。,Нажмите Кнопку «Бесплатный Призыв».,單擊免費的召喚按鈕。
Tip.EquipmentAccFree.Button,,,,,
Tip.EquipmentAccEquip.Bottom,새로운 악세사리를 장착해보세요!,Try New Accessories!,新しいアクセサリーをお試しください！,Попробуйте Новые Аксессуары!,嘗試新配件！
Tip.EquipmentAccEquip.Tab,악세사리 탭을 선택해주세요.,Please Select The Accessory Tab.,[アクセサリ]タブを選択してください。,"Пожалуйста, Выберите Вкладку Аксессуаров.",請選擇“配件”選項卡。
Tip.EquipmentAccEquip.Main,보유중인 악세사리를를 선택해주세요.,Please Select The Accessories You Have.,持っているアクセサリーを選択してください。,"Пожалуйста, Выберите Аксессуары, Которые У Вас Есть.",請選擇您擁有的配件。
Tip.EquipmentAccEquip.Button,새로운 악세사리를 장착해보세요.,Try New Accessories.,新しいアクセサリーをお試しください。,Попробуйте Новые Аксессуары.,嘗試新配件。
Tip.StageBossChallenge.Bottom,보스에 바로 도전해보세요!,Challenge The Boss Right Away!,すぐに上司に挑戦してください！,Вызов Боссу Сразу!,立即挑戰老闆！
Tip.StageBossChallenge.Tab,,,,,
Tip.StageBossChallenge.Main,,,,,
Tip.StageBossChallenge.Button,,,,,
Tip.Attendance.Bottom,,,,,
Tip.Attendance.Tab,,,,,
Tip.Attendance.Main,출석 보상을 획득하세요!,Gain Attendance Rewards!,出席した報酬を得る！,Получить Награды За Посещение!,獲得出勤獎勵！
Tip.Attendance.Button,,,,,
Tip.Quest.Bottom,,,,,
Tip.Quest.Tab,,,,,
Tip.Quest.Main,퀘스트 보상을 획득하세요!,Gain Quest Rewards!,クエストの報酬を得る！,Получите Награды!,獲得任務獎勵！
Tip.Quest.Button,,,,,
Tip.Chat.Bottom,,,,,
Tip.Chat.Tab,,,,,
Tip.Chat.Main,채팅을 즐겨보세요!,Enjoy Chat!,チャットをお楽しみください！,Наслаждайтесь Чатом!,享受聊天！
Tip.Chat.Button,,,,,
Common_Royal,왕가,Royal family,王室,Королевская семья,王室
Common_Hero,영웅,Hero,ヒーロー,Герой,英雄
Common_Equipment,장비,Equipment,装置,Оборудование,設備
Common_Mine,광산,Mine,私の,Мой,礦
Common_Treasure,보물,Treasure,宝物,Сокровище,寶藏
Common_Dungeon,던전,Dungeon,ダンジョン,Подземелье,地牢
Common_Adventure,모험,Adventure,冒険,Приключение,冒險
Common_Shop,상점,Shop,店,Магазин,店鋪
Common_Floor,층,,,,
Common_PurchaseCompleted,구매 완료,,,,
Common_PurchaseFailed,구매 실패,,,,
Common_Notification,알림,,,,
Common_GameExit,게임 종료,,,,
Common_Yes,네,,,,
Common_No,아니오,,,,
Common_Confirm,확인,,,,
Common_Cancel,취소,,,,
Common_Registration,등록,,,,
Common_Week,주,,,,
Common_Day,일,,,,
Common_Hour,시간,,,,
Common_Minute,분,,,,
Common_Second,초,,,,
Common_Stroke,타,,,,
Common_Kill,킬,,,,
Common_ServerMaintainance,서버 점검,,,,
Common_AppleLogin,Apple로 로그인,,,,
Common_FindRunAwayPig,도망간 돼지 찾는중.,,,,
Common_Recovery,복구,,,,
Common_CountSpawn,{0}회 소환,,,,
Common_UnlockLevel,레벨 {0}에 해금됩니다.,,,,
Common_BingoBonus,빙고 보너스,,,,
Common_EventRemainTime,이벤트 남은 시간,,,,
Common_RemainTime,남은 시간,,,,
Common_Remain,남음,,,,
Common_Th,{0}번,,,,
Common_LastConnection,마지막 접속,,,,
Common_Ago,전,,,,
Common_Stage,스테이지,,,,
Common_BestStage,최고 스테이지,,,,
Common_Initialize,초기화,,,,
Common_InitializeAfterSecond,{0}초 후 초기화,,,,
Common_Basic,기본,,,,
Common_Level,레벨,,,,
Common_HighestLevel,최고 레벨,,,,
Common_Step,단계,,,,
Common_Change,변경,,,,
Common_Capture,포획,,,,
Common_Uncaptured,미포획,,,,
Common_Necessity,필요,,,,
Common_Pcs,{0}개,,,,
Common_Period,기간,,,,
Common_NoPeriod,기간없음,,,,
Common_Get,받기,,,,
Common_AllDay,하루종일,,,,
Common_Server,서버,,,,
Common_AccountWithdrawal,계정 탈퇴,,,,
Common_Nickname,닉네임,,,,
Common_NicknameInput,닉네임 입력,,,,
Common_GiveUp,포기,,,,
Common_Active,액티브,,,,
Common_Passive,패시브,,,,
Common_Infinite,무한,,,,
Common_Bless,축복,,,,
Common_Class,작위,,,,
Common_Skill,스킬,,,,
Common_Waiting,대기중,,,,
Common_Equipped,장착중,,,,
Common_St,{0}위,,,,
Common_Boss,보스,,,,
Common_Ranking,랭킹,,,,
Common_Attendance,출석,,,,
Common_AttendanceBook,출석부,,,,
Common_MyMaxContinueAttendanceDay,나의 최대 연속 출석일,,,,
Common_ContinueBonus,연속 보너스,,,,
StatType_DamageHealth,공격력/체력,,,,
StatType_Health,체력,,,,
StatType_HealthRate,추가 체력,,,,
StatType_MaxHealth,전체 체력,,,,
StatType_HealthRecovery,체력 회복,,,,
StatType_Damage,공격력,,,,
StatType_DamageRate,추가 공격력,,,,
StatType_CriticalDamageRate,추가 치명타 공격력,,,,
StatType_CriticalChance1,치명타 확률,,,,
StatType_CriticalDamageRate1,치명타 공격력,,,,
StatType_CriticalChance2,슈퍼 치명타 확률,,,,
StatType_CriticalDamageRate2,슈퍼 치명타 공격력,,,,
StatType_CriticalChance3,울트라 치명타 확률,,,,
StatType_CriticalDamageRate3,울트라 치명타 공격력,,,,
StatType_CriticalChance4,캡숑 치면타 확률,,,,
StatType_CriticalDamageRate4,캡숍 치명타 공격력,,,,
StatType_CriticalChance5,짱짱 치명타 확률,,,,
StatType_CriticalDamageRate5,짱짱 치명타 공격력,,,,
StatType_Acc,명중,,,,
StatType_Dodge,회피,,,,
StatType_AttackSpeed,공격 속도,,,,
StatType_AttackSpeedRate,추가 공격 속도,,,,
StatType_MoveSpeed,이동 속도,,,,
StatType_MoveSpeedRate,추가 이동 속도,,,,
StatType_AttackRange,공격 범위,,,,
StatType_StageGoldBonusRate,스테이지 골드 추가 획득,,,,
StatType_StageJellyBonusRate,스테이지 젤리 추가 획득,,,,
StatType_StageExpBonusRate,스테이지 경험치 추가 획득,,,,
StatType_BossDamage,추가 보스 피해,,,,
StatType_VampireRate,흡혈량,,,,
StatType_SkillDamage,스킬 공격력,,,,
StatType_SkillDamageRate,추가 스킬 공격력,,,,
StatType_DungeonGoldBonusRate,던전 골드 추가 획득,,,,
StatType_DungeonJellyBonusRate,던전 젤리 추가 획득,,,,
StatType_DungeonExpBonusRate,던전 경험치 추가 획득,,,,
StatType_AdventureGoldBonusRate,모험 골드 추가 획득,,,,
StatType_AdventureJellyBonusRate,모험 젤리 추가 획득,,,,
StatType_AdventureExpBonusRate,모험 경험치 추가 획득,,,,
StatType_FinalDamageRate,최종 추가 공격력,,,,
StatType_FinalHealthRate,최종 추가 체력,,,,
StatType_FinalGoldBonusRate,최종 추가 골드 획득,,,,
StatType_FinalExpBonusRate,최종 추가 경험치 획득,,,,
StatType_FinalSkillDamageRate,최종 추가 스킬 공격력,,,,
StatType_MonsterDamageReduceRate,몬스터 공격력,,,,
StatType_MonsterHealthReduceRate,몬스터 체력,,,,
StatType_SkillCoolTimeReduction,스킬 쿨타임 감소,,,,
StatType_HealthRecoveryRate,추가 체력 회복,,,,
StatType_AttackRangeRate,추가 공격 범위,,,,
StatType_DetectRange,탐지 범위,,,,
StatType_DoubleAttackChance,더블 어택 확률,,,,
StatType_FinalJellyBonusRate,최종 젤리 추가 획득,,,,
StatType_AccRate,추가 명중,,,,
StatType_AllGoldBonusRate,골드 추가 획득,,,,
StatType_AllJellyBonusRate,젤리 추가 획득,,,,
StatType_AllExpBonusRate,경험치 추가 획득,,,,
StatType_MiningSpeedRate,추가 채굴 속도,,,,
StatType_DoubleAttackDamageRate,더블 어택 공격력,,,,
StatType_DungeonAddTime,던전 시간,,,,
StatType_DungeonAddTimeRate,추가 던전 시간,,,,
StatType_StageAddTime,스테이지 보스 시간,,,,
StatType_StageBossAddTimeRate,추가 스테이지 보스 시간,,,,
StatType_BossHealthReduceRate,보스 체력,,,,
StatType_BossDamageReduceRate,보스 공격력,,,,
StatType_SkillCoolTimeReduceRate,추가 스킬 쿨타임,,,,
StatType_LuckyPigBonusRate,럭키 피그 보너스,,,,
CurrencyType_Gold,골드,,,,
CurrencyType_Ruby,루비,,,,
CurrencyType_Crown,왕관,,,,
CurrencyType_EquipmentStone,장비 강화석,,,,
CurrencyType_PigJelly,젤리,,,,
CurrencyType_Exp,경험치,,,,
CurrencyType_ToyHammer,뿅망치,,,,
CurrencyType_Dice,주사위,,,,
CurrencyType_Mileage,마일리지,,,,
CurrencyType_Key,열쇠,,,,
CurrencyType_Pork,고기,,,,
CurrencyType_SkipTicket,스킵 티켓,,,,
CurrencyType_InfiniteStone,곰발바닥,,,,
CurrencyType_Clover,클로버,,,,
CurrencyType_Medal,메달,,,,
CurrencyType_GoldTicket,황금 티켓,,,,
CurrencyType_GachaCoupon,소환 쿠폰,,,,
CurrencyType_TimePiece,시간 조각,,,,
Currency_Gold,,,,,
Msg_TryAgainLater,잠시후에 다시 시도해주세요.,,,,
Msg_Dungeon_Cave_Challenge,미믹 동굴 도전!,,,,
Msg_Dungeon_Cave_Reward,미믹 동굴 보상을 획득했습니다.,,,,
Msg_Dungeon_End1,아쉽다!,,,,
Msg_Dungeon_End2,당근을 흔들어주세요.,,,,
Msg_Dungeon_End3,다음 기회에!,,,,
Msg_Dungeon_Colosseum_Reawrd,콜로세움 클리어 보상을 획득했습니다.,,,,
Msg_Dungeon_Reward,던전 클리어 보상을 획득했습니다.,,,,
Msg_Dungeon_FishFight_Challenge,피쉬 파이트! {0}단계 도전,,,,
Msg_Dungeon_FishFight_Reservation,피쉬 파이트 클리어 시,,,,
Msg_Dungeon_PigCow_Challenge,리본 돼지 토벌 {0}단계 도전,,,,
Msg_Dungeon_PigCow_Reservation,리본 돼지 토벌 클리어 시,,,,
Msg_Dungeon_Miner_Challenge,야생의 {0} 포획!,,,,
Msg_Dungeon_Miner_Reward,새로운 돼지 광부를 포획했습니다.,,,,
Msg_Dungeon_Promotion_Challenge,{0}의 길,,,,
Msg_Dungeon_InfiniteTower_Challenge,무한의 탑 {0}층 도전!,,,,
Msg_Dungeon_InfiniteTower_Reward,무한의 탑 클리어 보상을 획득했습니다.,,,,
Msg_Dungeon_InfiniteTower_Floor,{0}-{1}층,,,,
Msg_Christmas_TodayReward,오늘의 산타모자를 받아가세요.,,,,
Msg_Christmas_Reward,산타모자를 받아가세요.,,,,
Msg_DiceGame_TodayReward,오늘의 게임 주사위 받아가세요.,,,,
Msg_DiceGame_Reward,게임 주사위를 받았습니다.,,,,
Msg_Friend_Accept,친구가 되었습니다.,,,,
Msg_Friend_AcceptFail,상대방 친구가 꽉찼습니다.,,,,
Msg_Friend_Request,친구 요청을 보냈습니다.,,,,
Msg_Friend_Delete,친구 삭제를 했습니다.,,,,
Msg_Friend_GiftTitle,[친구의 선물],,,,
Msg_Friend_GiftDescription,{0}님이 선물을 보냈어요.,,,,
Msg_Friend_RequestList,요청된 친구 목록,,,,
Msg_Friend_SearchList,검색된 친구 목록,,,,
Msg_Friend_RequestEnable,친구 요청이 가능합니다.,,,,
Msg_Mole_ToyHammer_TodayReward,오늘의 뿅망치를 받아가세요.,,,,
Msg_Mole_ToyHammer_Reward,뿅망치를 받았습니다.,,,,
Msg_Mole_Find,두돼지 보물을 찾았습니다.,,,,
